user_male,friends_male,friends_female
86741,1,5
86742,11,39
86744,0,3
86762,9,18
86764,67,48
86765,21,16
86767,47,38
86768,20,39
86772,17,15
86785,2,11
86786,48,85
86791,10,33
86793,15,9
86794,14,34
86801,19,10
86802,24,66
86803,15,155
86804,15,7
86805,48,72
86806,24,29
86807,27,74
86808,28,35
86809,16,24
86810,74,71
86811,23,189
86812,79,100
86814,6,47
86816,4,185
86817,35,119
86818,12,37
86819,6,29
86820,3,36
86821,28,29
86822,15,27
86825,51,37
86827,0,2
86830,6,13
86831,5,27
86832,12,11
86833,1,2
86834,1,0
86836,0,3
86837,17,7
86838,33,42
86839,6,6
86840,22,25
86841,44,106
86842,34,90
86843,16,45
86844,63,63
86845,11,26
86846,1,8
86847,1,15
86849,6,8
86866,52,157
86867,43,229
86868,24,44
86869,7,142
86870,42,214
86871,8,32
86872,59,110
86873,52,100
86874,42,70
86875,2,28
86876,6,17
86877,18,53
86878,6,11
86880,25,101
86881,14,45
86882,15,40
86883,12,76
86886,56,37
86889,26,38
86890,30,148
86893,35,33
86894,43,77
86895,14,20
86898,15,11
86900,1,14
86901,0,1
86902,6,23
86904,0,57
86905,1,9
86908,9,35
86911,8,45
86912,8,21
86913,24,43
86914,1,28
86915,17,32
86916,1,4
86918,8,20
86919,8,3
86920,12,1
86921,6,14
86922,14,19
86925,22,94
86927,4,41
86928,7,40
86930,20,64
86931,2,10
86932,30,59
86934,1,189
86936,96,87
86937,19,47
86938,34,115
86939,3,70
86940,11,108
86941,17,84
86943,0,1
86944,1,2
86945,1,59
86946,0,34
86950,31,5
86955,26,32
86956,36,22
86957,16,26
86963,40,19
86965,29,45
86967,54,77
86969,8,11
86970,37,91
86975,3,10
86976,21,27
86977,10,28
86978,13,25
86979,7,16
86980,5,5
86982,21,38
86988,10,16
86990,4,13
86995,11,15
86996,4,0
86997,17,15
86999,9,35
87000,14,13
87001,10,4
87004,14,31
87007,21,15
87008,2,10
87009,30,20
87013,6,14
87014,21,28
87016,14,29
87017,6,5
87018,3,23
87019,12,6
87021,15,21
87026,4,13
87045,3,3
87046,1,5
87049,13,2
87050,50,171
87051,32,33
87052,40,56
87053,15,25
87055,9,34
87057,1,2
87058,0,1
87059,39,75
87060,4,4
87061,55,28
87062,17,7
87063,31,30
87064,36,30
87065,14,64
87067,5,116
87068,9,33
87069,11,65
87070,1,166
87071,25,62
87072,10,23
87073,64,87
87075,4,2
87079,36,36
87081,20,16
87082,25,341
87083,45,45
87085,56,84
87086,21,16
87088,36,88
87089,59,89
87092,7,26
87093,44,59
87095,24,9
87096,8,9
87097,5,3
87098,4,5
87102,8,14
87106,10,25
87107,45,39
87109,9,2
87111,8,11
87112,26,33
87113,27,51
87114,18,16
87115,18,29
87116,6,21
87118,3,9
87137,29,26
87138,0,10
87140,18,21
87141,0,1
87143,17,21
87144,22,98
87146,79,51
87147,38,56
87149,35,12
87150,21,34
87151,15,60
87153,7,13
87154,11,14
87156,138,0
87157,28,42
87158,7,10
87160,9,8
87161,17,30
87163,22,14
87164,15,9
87168,10,13
87171,40,96
87172,44,48
87173,16,28
87174,51,95
87176,9,10
87177,41,20
87180,36,15
87181,8,25
87182,17,20
87184,20,29
87190,0,8
87191,102,109
87193,9,22
87194,7,10
87195,22,27
87197,27,46
87199,8,8
87200,7,22
87201,6,5
87202,5,13
87203,29,50
87209,19,26
87211,59,65
87214,23,78
87219,54,102
87222,20,63
87223,15,30
87229,27,20
87230,12,13
87231,3,7
87233,44,49
87234,26,16
87235,4,6
87236,55,67
87241,2,9
87242,16,41
87244,8,16
87248,30,33
87249,28,38
87250,14,18
87254,36,43
87256,15,35
87259,2,18
87261,14,30
87263,28,25
87265,0,32
87269,6,12
87270,11,9
87272,3,15
87273,18,17
87274,14,38
87275,1,4
87276,16,43
87277,9,14
87278,2,11
87281,9,10
87282,1,8
87283,32,72
87286,7,7
87291,20,8
87292,5,12
87293,15,30
87294,10,21
87296,2,8
87301,1,4
87303,25,30
87308,34,74
87309,26,23
87311,26,36
87313,2,1
87314,13,6
87315,21,28
87316,2,6
87318,5,17
87319,14,21
87320,29,29
87322,10,21
87323,49,44
87325,3,16
87326,6,32
87328,2,11
87329,9,37
87330,15,33
87331,0,3
87348,18,26
87349,12,2
87350,11,12
87355,58,24
87359,74,31
87360,17,7
87361,13,12
87363,22,17
87364,45,56
87367,14,22
87368,9,31
87372,22,22
87373,4,25
87375,5,1
87376,6,10
87379,38,57
87381,2,22
87382,15,10
87383,23,30
87384,142,230
87385,17,53
87387,7,3
87388,13,123
87390,4,27
87391,81,68
87392,23,15
87393,1,0
87394,0,3
87395,12,77
87396,38,107
87397,46,37
87398,41,47
87399,25,17
87400,3,24
87401,19,32
87405,10,0
87406,17,19
87408,17,11
87410,39,143
87415,23,13
87416,22,43
87418,20,29
87420,24,24
87421,5,10
87423,27,27
87424,37,69
87428,36,37
87429,41,37
87432,1,1
87433,2,7
87452,16,7
87454,43,44
87457,7,23
87458,34,24
87460,18,31
87462,4,14
87463,6,0
87466,47,36
87471,54,39
87472,24,40
87475,6,7
87476,4,7
87477,21,14
87478,35,45
87480,9,10
87481,7,9
87482,19,29
87483,6,1
87484,38,63
87485,40,21
87487,29,11
87488,8,7
87491,0,1
87492,14,26
87493,33,34
87494,44,53
87495,8,10
87496,4,23
87498,13,14
87499,6,17
87500,34,4
87501,23,17
87502,9,29
87503,14,30
87504,8,10
87505,13,35
87506,2,1
87507,3,7
87508,6,14
87509,10,31
87510,36,31
87511,3,2
87512,0,1
87514,3,2
87515,19,20
87518,1,0
87520,5,10
87523,0,1
87524,4,6
87526,28,40
87527,5,6
87543,1,19
87544,93,54
87546,13,30
87549,37,28
87550,0,7
87551,6,37
87552,21,46
87554,2,6
87556,14,42
87557,10,9
87558,33,24
87559,16,27
87560,2,6
87563,3,23
87565,33,24
87570,32,5
87572,72,97
87574,101,95
87575,3,29
87579,8,4
87580,14,9
87581,15,22
87582,41,25
87587,6,16
87589,24,27
87607,0,4
87608,3,2
87612,3,14
87613,12,28
87616,6,8
87617,43,16
87620,1,8
87621,12,14
87622,40,47
87623,30,20
87625,13,13
87628,36,33
87632,13,21
87637,35,69
87638,26,74
87639,79,84
87640,24,17
87641,17,28
87645,11,7
87652,41,40
87653,11,34
87656,3,19
87660,43,51
87661,15,4
87662,5,5
87664,44,21
87665,6,16
87667,12,12
87668,9,11
87673,20,44
87675,23,41
87677,3,4
87683,2,4
87700,32,30
87701,13,11
87702,57,23
87703,30,47
87704,25,61
87705,48,51
87706,27,26
87707,26,21
87710,16,20
87711,2,2
87712,18,28
87714,3,23
87715,15,8
87716,2,18
87718,13,8
87719,12,5
87721,6,11
87722,10,45
87723,4,38
87724,25,26
87725,0,3
87726,12,32
87727,2,2
87730,0,3
87731,12,2
87732,3,0
87733,2,9
87734,0,1
87735,36,98
87737,16,5
87738,3,11
87740,5,13
87742,25,23
87744,20,26
87747,20,18
87748,6,16
87749,22,16
87750,14,12
87753,8,15
87757,3,14
87758,17,17
87759,15,9
87767,10,19
87768,27,19
87769,5,4
87773,4,31
87775,17,32
87776,19,55
87778,0,22
87779,30,28
87780,0,6
87791,7,8
87792,8,10
87795,0,1
87796,15,8
87797,16,38
87801,10,26
87802,38,41
87807,10,11
87808,17,7
87811,28,9
87813,22,12
87814,16,12
87817,21,4
87818,40,33
87824,4,385
87825,28,62
87827,7,18
87828,1,1
87829,4,10
87830,11,20
87832,17,24
87833,5,7
87834,11,21
87837,0,3
87850,8,127
87853,47,21
87854,69,67
87855,44,28
87857,48,203
87858,3,2
87859,4,261
87860,0,3
87864,12,4
87865,1,1
87867,0,1
87870,0,5
87871,1,3
87872,93,4
87873,0,12
87877,2,7
87878,11,11
87881,14,24
87891,12,30
87892,0,31
87894,2,16
87895,26,13
87898,20,28
87899,21,22
87900,7,4
87901,29,23
87902,2,10
87905,3,6
87908,29,24
87909,77,54
87910,28,12
87912,24,10
87913,7,19
87914,104,109
87917,20,13
87918,7,10
87920,64,41
87923,35,27
87943,5,23
87944,8,6
87945,21,20
87946,29,20
87948,8,2
87951,3,1
87952,31,73
87953,3,76
87954,3,12
87955,1,7
87956,6,20
87957,16,9
87958,1,0
87962,26,32
87964,1,8
87965,5,9
87966,14,21
87971,4,14
87972,14,6
87979,21,16
87983,91,76
87984,0,9
87986,21,14
87991,0,10
87994,21,34
87995,9,15
87999,18,25
88002,92,37
88004,53,53
88007,31,50
88008,27,28
88009,5,7
88010,3,8
88012,24,10
88018,15,10
88019,119,737
88020,1,5
88022,12,10
88023,23,16
88024,4,6
88025,21,10
88026,23,27
88027,6,2
88029,17,11
88030,16,17
88031,9,17
88032,13,14
88033,11,11
88035,6,3
88036,2,6
88040,2,7
88041,0,1
88045,8,64
88046,4,30
88047,5,314
88048,10,42
88049,18,256
88051,20,18
88055,23,11
88067,74,58
88068,26,26
88071,54,63
88072,72,61
88073,3,12
88076,20,56
88077,58,33
88078,3,22
88079,69,86
88080,53,44
88081,5,4
88085,19,26
88090,16,12
88091,25,10
88093,8,26
88094,106,161
88095,14,9
88098,8,8
88099,77,80
88100,9,9
88101,21,22
88103,37,15
88104,15,190
88105,7,14
88106,22,46
88107,5,14
88108,46,24
88111,15,2
88125,9,4
88129,2,12
88131,35,39
88132,58,5
88133,17,14
88134,9,9
88135,9,0
88136,10,8
88137,14,5
88139,21,6
88160,24,40
88163,34,3
88164,21,49
88166,26,58
88169,22,12
88170,33,55
88173,15,7
88175,43,25
88176,28,9
88177,20,25
88178,24,16
88179,0,1
88180,11,14
88181,23,34
88183,3,9
88186,17,24
88189,30,20
88191,16,19
88194,7,3
88195,13,19
88204,4,8
88206,33,42
88209,6,7
88210,15,15
88214,24,28
88215,2,3
88218,11,15
88219,12,17
88224,39,33
88227,19,15
88231,15,14
88233,36,43
88242,24,7
88243,16,16
88245,11,16
88246,24,12
88248,16,10
88249,55,60
88250,32,55
88252,20,58
88253,58,60
88254,54,69
88255,7,13
88259,12,17
88260,17,25
88262,23,29
88294,1,33
88295,48,99
88296,27,20
88298,35,57
88304,0,2
88306,0,6
88307,14,36
88308,1,6
88309,16,19
88310,13,51
88312,2,9
88313,4,3
88314,3,2
88316,8,18
88317,15,15
88318,2,10
88320,4,34
88322,4,10
88324,17,40
88325,7,20
88326,6,3
88328,37,43
88329,13,66
88332,63,25
88335,29,22
88336,13,25
88337,11,13
88338,17,23
88341,14,27
88343,2,36
88344,34,10
88345,13,43
88348,41,56
88356,13,6
88357,38,47
88358,14,10
88362,4,4
88364,83,43
88365,7,14
88367,13,24
88369,0,19
88373,7,12
88375,18,24
88377,9,24
88378,20,22
88379,3,5
88380,8,12
88385,5,4
88387,8,9
88389,4,22
88390,0,1
88391,16,29
88392,20,20
88394,11,29
88395,13,17
88397,8,7
88399,30,11
88402,27,62
88403,17,9
88404,24,20
88405,21,32
88406,22,35
88408,3,4
88409,61,81
88418,0,72
88420,9,6
88443,2,9
88447,11,10
88450,6,4
88454,2,32
88458,14,6
88466,14,11
88471,12,2
88472,21,13
88473,0,2
88474,31,35
88475,48,28
88476,16,14
88477,5,85
88479,9,92
88481,96,95
88482,40,27
88483,0,8
88484,0,1
88485,13,12
88486,12,14
88487,9,10
88489,18,25
88492,19,29
88493,33,39
88497,1,6
88499,5,12
88506,0,1
88515,19,17
88516,17,39
88517,1,1
88518,4,14
88519,15,16
88520,10,195
88521,13,13
88523,8,13
88524,21,47
88525,7,21
88526,8,2
88528,12,63
88529,10,21
88531,6,2
88532,14,16
88533,10,13
88534,51,58
88537,65,20
88538,14,34
88540,24,28
88541,1,4
88542,4,117
88543,1,7
88544,5,32
88545,1,6
88546,5,14
88547,10,10
88548,0,9
88549,3,8
88550,0,9
88551,2,6
88553,1,63
88554,0,8
88562,2,4
88571,1,0
88572,7,14
88575,2,3
88576,53,30
88579,13,10
88581,9,10
88584,7,45
88585,14,27
88590,8,11
88597,0,14
88598,6,8
88599,32,46
88600,23,15
88601,0,33
88602,10,49
88603,33,37
88604,11,26
88605,11,18
88606,6,28
88607,2,37
88609,34,16
88610,15,18
88613,17,27
88616,14,29
88618,10,31
88620,18,18
88621,36,51
88622,42,34
88623,21,56
88625,19,17
88626,15,43
88627,4,5
88628,14,17
88629,35,34
88630,35,79
88631,12,16
88633,20,18
88635,0,50
88640,0,22
88645,7,3
88647,8,6
88650,2,10
88652,6,9
88653,3,2
88656,40,57
88658,16,24
88659,1,1
88661,11,40
88664,22,82
88665,7,7
88668,19,30
88670,20,106
88671,0,3
88672,0,5
88674,10,11
88675,1,0
88676,8,3
88679,12,8
88681,7,7
88682,39,44
88687,36,25
88689,12,11
88691,14,17
88692,16,14
88693,18,20
88694,36,31
88695,67,56
88698,10,9
88699,12,9
88700,16,91
88701,30,11
88704,39,104
88705,4,5
88707,2,63
88708,82,123
88709,4,7
88710,35,30
88713,2,26
88717,5,7
88720,1,8
88721,1,48
88722,73,68
88723,0,10
88725,0,11
88726,12,32
88728,1,81
88729,1,8
88730,0,41
88731,4,69
88732,14,11
88734,21,46
88735,60,160
88736,0,5
88737,26,98
88739,5,10
88740,5,12
88741,0,1
88749,0,4
88751,2,2
88753,14,17
88754,5,4
88755,3,4
88758,2,7
88759,13,39
88760,26,64
88761,1,13
88762,27,96
88763,6,9
88764,18,11
88765,34,27
88767,36,120
88768,33,60
88770,28,79
88771,23,23
88772,1,1
88773,72,17
88774,21,68
88775,16,58
88776,16,62
88777,8,31
88778,41,93
88779,19,10
88780,3,4
88783,7,23
88784,33,11
88785,41,61
88786,77,117
88787,0,1
88788,12,15
88790,65,48
88791,1,22
88793,30,39
88798,11,41
88802,5,2
88806,33,38
88808,0,4
88811,5,5
88828,1,3
88833,10,5
88834,14,18
88836,0,2
88837,2,12
88838,39,49
88841,48,36
88845,8,34
88850,9,18
88852,13,22
88853,56,191
88854,12,44
88855,9,126
88856,5,23
88857,9,76
88858,29,46
88859,4,5
88860,9,5
88862,4,4
88863,57,140
88864,1,10
88865,11,19
88866,4,5
88867,15,82
88868,15,50
88871,12,24
88872,13,27
88874,0,1
88876,7,2
88877,21,6
88878,23,38
88879,56,71
88881,20,24
88882,35,23
88886,31,21
88887,21,10
88888,16,10
88898,20,21
88902,2,8
88903,22,10
88907,26,19
88911,18,1
88913,0,4
88914,4,15
88921,21,25
88922,26,29
88939,27,68
88941,25,16
88942,18,61
88943,5,34
88944,21,6
88946,7,12
88947,9,13
88948,35,24
88949,62,134
88950,11,3
88951,3,36
88953,8,40
88954,3,3
88956,5,34
88958,20,10
88960,15,17
88961,11,28
88962,2,34
88964,6,8
88965,27,42
88966,19,38
88967,7,5
88968,28,37
88969,8,20
88970,7,7
88971,0,46
88975,7,7
88976,7,10
88977,1,17
88978,9,42
88979,10,37
88981,5,20
88982,2,1
88984,21,26
88987,0,2
88988,9,12
88989,31,62
88990,11,35
88992,4,11
88999,40,32
89000,16,0
89007,1,2
89008,26,53
89010,23,36
89011,25,11
89014,6,32
89015,26,177
89017,10,13
89038,18,32
89041,2,1
89047,7,14
89048,5,12
89049,35,59
89050,35,85
89051,21,36
89052,10,45
89053,36,49
89054,7,49
89055,16,13
89056,18,23
89058,40,41
89059,3,12
89060,3,16
89061,0,12
89062,10,24
89065,17,18
89067,25,71
89070,2,9
89074,1,10
89078,15,16
89082,19,37
89087,10,6
89090,5,15
89091,19,22
89092,32,28
89095,60,50
89096,33,37
89098,11,8
89103,10,27
89104,2,0
89105,34,16
89107,24,30
89110,0,7
89112,6,12
89129,0,3
89130,0,3
89131,4,20
89132,0,9
89133,9,10
89134,3,14
89135,8,7
89141,1,3
89142,3,2
89144,12,4
89145,5,11
89146,8,18
89149,1,4
89150,0,2
89151,22,10
89152,28,26
89154,6,8
89155,1,60
89156,0,7
89159,0,6
89160,12,49
89161,6,13
89163,1,32
89164,2,23
89166,31,203
89167,9,62
89169,1,4
89170,13,77
89171,5,11
89175,11,44
89177,18,124
89178,4,6
89180,50,13
89181,13,12
89182,54,21
89183,9,9
89185,30,47
89186,3,66
89187,3,9
89188,4,27
89189,49,33
89190,3,46
89192,17,12
89193,8,39
89194,2,1
89195,17,25
89197,2,7
89198,2,115
89199,3,36
89200,20,90
89201,6,28
89215,6,16
89216,40,44
89218,24,16
89222,19,35
89224,8,2
89225,13,33
89227,23,82
89229,38,55
89231,31,79
89233,6,19
89234,1,77
89235,23,57
89236,15,8
89238,1,113
89239,10,6
89240,11,35
89244,9,21
89245,5,5
89247,10,23
89253,28,36
89258,2,2
89262,2,4
89274,29,41
89280,17,7
89283,14,9
89286,11,12
89289,1,9
89302,8,23
89303,1,8
89305,57,46
89306,2,6
89307,1,7
89310,39,102
89317,19,18
89319,10,23
89320,5,8
89321,25,35
89340,4,12
89341,31,42
89348,29,20
89352,16,14
89353,42,83
89354,30,28
89355,113,198
89358,20,12
89363,8,5
89364,7,15
89369,15,18
89370,22,45
89372,0,3
89375,9,6
89376,25,34
89377,11,9
89383,4,11
89385,18,60
89387,15,3
89389,7,8
89390,3,5
89395,3,0
89400,3,5
89404,5,10
89406,12,18
89409,12,39
89411,0,18
89414,4,41
89421,9,8
89422,10,15
89424,8,11
89425,3,26
89426,10,20
89427,5,12
89429,20,33
89430,0,8
89432,4,19
89433,35,27
89436,2,7
89437,0,1
89440,21,11
89441,17,24
89442,16,40
89445,10,57
89446,13,34
89448,18,24
89451,35,47
89452,29,39
89453,6,11
89461,4,12
89466,48,29
89470,20,107
89472,2,6
89477,2,3
89478,33,24
89479,8,28
89483,8,12
89484,0,20
89485,1,18
89486,30,48
89487,16,10
89498,9,8
89501,16,24
89514,49,39
89515,30,15
89516,6,7
89517,13,63
89518,12,17
89524,23,49
89526,8,4
89530,23,0
89533,6,10
89544,2,5
89547,7,11
89551,13,27
89552,6,4
89553,12,56
89557,16,23
89558,0,51
89560,5,5
89566,10,22
89572,3,3
89573,31,30
89578,1,6
89580,1,0
89583,3,2
89589,36,48
89590,8,40
89593,6,10
89594,21,32
89607,12,8
89608,14,26
89610,35,83
89615,12,15
89616,2,1
89617,2,4
89618,0,7
89620,0,10
89623,2,4
89624,1,5
89626,9,23
89627,13,21
89629,20,24
89641,2,33
89642,22,12
89644,49,44
89646,95,70
89647,15,5
89648,16,25
89649,7,10
89650,13,63
89656,18,12
89657,27,3
89658,11,13
89659,10,11
89661,9,11
89662,17,7
89663,6,13
89665,0,6
89666,8,5
89669,7,50
89671,0,34
89673,30,24
89674,0,2
89676,2,42
89679,17,9
89680,2,16
89681,1,115
89682,5,21
89683,3,58
89684,11,49
89685,16,43
89686,8,37
89693,4,12
89696,5,7
89702,8,18
89704,34,35
89705,6,16
89706,26,7
89709,11,10
89710,6,8
89718,14,28
89722,45,37
89723,7,38
89724,18,148
89725,1,24
89729,2,0
89733,18,6
89734,53,104
89736,14,13
89738,32,10
89741,8,54
89742,6,10
89750,18,36
89751,24,30
89752,7,22
89753,5,9
89755,15,52
89758,76,55
89760,5,25
89765,8,15
89767,12,233
89768,12,4
89769,24,178
89770,0,65
89773,22,25
89780,30,13
89785,23,18
89790,25,18
89796,2,2
89799,28,48
89807,18,13
89809,0,57
89810,6,16
89811,19,17
89813,10,7
89814,14,31
89815,2,3
89817,5,10
89818,6,81
89820,38,59
89824,13,54
89828,20,23
89831,10,4
89834,9,10
89838,19,26
89846,50,49
89847,32,41
89848,34,57
89851,17,114
89852,12,24
89856,22,28
89858,21,66
89863,7,4
89868,31,30
89869,17,38
89870,21,21
89871,17,7
89876,40,30
89881,18,11
89883,46,40
89884,8,13
89888,1,0
89889,18,13
89890,21,5
89903,4,0
89906,0,138
89907,22,47
89909,0,38
89910,16,78
89911,2,20
89912,4,306
89913,3,54
89914,6,8
89915,0,1
89916,10,83
89917,0,6
89919,6,219
89920,0,2
89921,4,34
89922,0,14
89923,29,101
89924,0,4
89926,4,5
89938,15,21
89940,22,17
89942,19,62
89946,13,8
89948,61,55
89952,34,18
89953,37,43
89954,20,33
89958,8,9
89961,12,12
89962,11,21
89963,28,192
89966,0,6
89969,12,55
89970,8,26
89971,14,7
89974,30,24
89977,38,9
89978,17,7
89983,33,48
89984,23,50
89986,24,13
89988,1,10
89989,17,286
89990,12,14
89991,54,59
89992,7,19
89993,19,25
89994,4,8
89995,12,98
89996,2,66
89997,0,13
89998,24,33
89999,7,6
90000,24,304
90001,7,87
90003,3,16
90005,46,49
90007,15,19
90012,11,11
90014,44,26
90028,22,63
90033,28,228
90035,55,96
90037,32,17
90038,48,74
90041,12,77
90042,10,7
90043,1,0
90044,20,18
90046,15,10
90047,77,160
90052,34,68
90053,1,31
90054,16,36
90055,27,59
90056,3,60
90058,8,11
90059,5,2
90060,8,2
90061,21,15
90063,1,85
90064,11,75
90065,51,46
90066,13,80
90067,7,13
90068,1,12
90069,6,8
90070,2,10
90071,1,14
90072,34,78
90074,53,23
90075,9,29
90076,34,19
90077,14,12
90078,32,36
90079,13,24
90084,1,72
90085,11,978
90086,0,23
90087,7,65
90090,5,30
90092,12,9
90093,42,54
90094,27,32
90099,17,11
90102,0,4
90107,16,4
90108,21,17
90110,18,23
90111,55,64
90113,31,64
90115,43,67
90118,6,8
90119,52,58
90120,50,36
90121,9,19
90126,79,28
90128,21,45
90129,37,13
90130,53,47
90131,10,28
90135,5,5
90138,25,24
90140,7,39
90143,0,5
90146,2,1
90152,2,144
90154,2,3
90155,10,80
90158,17,11
90159,2,20
90161,10,22
90164,17,17
90165,13,27
90166,23,42
90168,10,13
90169,0,5
90172,5,0
90174,36,35
90176,40,20
90177,1,1
90178,33,8
90179,39,21
90180,18,26
90181,34,31
90183,50,27
90184,118,81
90185,19,20
90186,47,69
90187,19,9
90188,41,31
90189,46,42
90190,14,105
90194,13,17
90195,16,12
90196,17,142
90197,16,25
90202,2,3
90206,18,53
90207,0,5
90208,12,17
90209,8,8
90210,0,12
90211,0,6
90213,3,4
90228,4,3
90229,18,19
90231,4,10
90234,10,25
90235,7,9
90236,12,124
90237,9,5
90238,48,46
90241,17,12
90242,8,10
90243,15,13
90244,0,2
90247,33,57
90248,13,34
90249,14,18
90252,28,23
90254,12,15
90256,33,19
90258,1,1
90260,0,1
90261,9,13
90262,27,15
90266,21,19
90268,40,27
90270,11,11
90272,24,12
90274,45,36
90276,33,48
90277,13,10
90281,46,10
90288,29,28
90290,37,42
90293,4,16
90295,14,45
90296,32,21
90299,51,48
90303,8,52
90304,23,49
90306,25,31
90309,8,15
90310,9,7
90313,8,21
90317,16,13
90319,19,23
90321,27,25
90323,10,19
90324,10,9
90326,5,5
90329,16,10
90342,35,26
90350,2,5
90355,0,1
90356,4,8
90359,8,15
90363,93,67
90364,16,34
90366,36,18
90367,26,41
90369,6,5
90371,37,33
90372,24,33
90373,32,29
90375,22,23
90378,24,30
90383,5,14
90389,11,11
90393,10,9
90396,2,7
90401,33,29
90412,33,57
90415,39,34
90416,32,29
90417,30,30
90419,67,101
90420,23,19
90424,35,66
90425,40,68
90426,28,32
90429,68,46
90431,31,33
90434,45,52
90435,43,86
90436,32,26
90437,56,27
90440,53,54
90441,13,17
90442,1,7
90443,13,8
90446,9,19
90447,23,20
90448,8,9
90449,6,6
90450,15,15
90454,18,40
90462,32,11
90464,29,24
90466,4,0
90470,9,5
90471,12,8
90473,11,32
90474,9,43
90475,17,13
90476,28,30
90491,37,35
90492,23,9
90493,26,21
90495,12,2
90496,18,7
90497,20,17
90498,20,8
90500,26,31
90505,23,39
90506,18,7
90507,5,5
90508,6,8
90509,11,9
90510,73,39
90512,18,17
90516,56,32
90518,23,20
90520,4,51
90522,47,37
90527,1,6
90528,30,33
90531,54,59
90532,52,47
90535,32,47
90537,10,28
90538,10,4
90541,6,24
90543,22,33
90544,7,24
90545,29,99
90546,19,22
90547,53,38
90561,77,114
90562,31,29
90564,19,13
90565,16,15
90567,16,16
90569,4,23
90571,3,3
90572,4,36
90579,5,22
90583,7,0
90594,45,76
90595,3,0
90600,61,43
90614,5,51
90625,18,4
90628,18,28
90632,15,8
90634,16,14
90640,25,65
90641,24,24
90642,42,43
90644,26,39
90648,23,19
90652,23,22
90653,7,5
90661,8,4
90664,15,22
90667,15,30
90668,13,15
90669,31,25
90670,63,64
90671,21,18
90672,12,9
90673,21,12
90674,33,22
90679,2,24
90694,11,25
90695,14,9
90698,2,8
90703,20,31
90708,2,56
90710,15,20
90715,28,56
90717,3,89
90719,0,33
90723,2,66
90724,0,80
90725,0,12
90726,7,22
90727,3,14
90728,25,61
90729,19,89
90730,24,30
90731,18,31
90732,34,22
90733,15,10
90735,3,6
90736,2,6
90737,10,75
90739,22,96
90740,8,2
90741,6,11
90742,52,24
90743,3,74
90744,14,35
90745,0,3
90746,0,1
90748,0,3
90753,31,13
90754,0,1
90756,11,1
90757,10,10
90759,19,12
90760,66,40
90764,14,36
90766,22,16
90769,1,2
90772,10,8
90774,12,45
90788,14,9
90790,14,25
90792,39,322
90793,27,146
90794,12,14
90796,17,14
90797,18,50
90798,89,224
90800,14,38
90802,5,22
90803,13,19
90804,24,50
90806,8,13
90807,0,8
90810,28,52
90811,29,52
90812,3,4
90813,12,9
90828,6,15
90834,34,52
90842,69,37
90843,10,16
90845,27,42
90846,18,14
90847,42,27
90848,39,36
90850,38,30
90860,18,50
90862,9,19
90865,5,5
90867,0,124
90873,2,14
90875,7,11
90891,22,24
90893,76,27
90895,26,55
90898,20,29
90899,21,15
90901,5,7
90902,42,43
90904,1,8
90905,7,9
90907,1,16
90908,3,8
90910,12,25
90911,28,62
90912,37,47
90913,16,27
90914,28,45
90915,11,32
90916,11,27
90917,6,12
90918,10,36
90919,0,14
90920,2,9
90921,10,64
90922,0,10
90923,1,142
90924,49,47
90925,3,30
90926,18,23
90927,4,27
90928,39,45
90931,28,20
90932,23,36
90933,32,25
90935,6,7
90936,28,45
90939,16,10
90940,33,41
90941,12,25
90942,28,80
90945,21,13
90946,0,1
90948,0,27
90949,1,2
90950,32,31
90969,25,8
90970,0,3
90972,57,46
90974,11,20
90975,2,7
90976,6,40
90977,18,71
90978,0,24
90980,20,174
90982,35,56
90983,40,85
90984,6,27
90985,11,10
90986,7,11
90989,9,6
90998,9,11
91003,8,11
91004,19,28
91005,7,3
91006,9,4
91007,10,0
91008,33,16
91009,62,33
91010,8,13
91011,9,27
91012,18,28
91014,7,93
91015,28,61
91016,4,40
91018,34,86
91019,0,6
91020,9,8
91021,7,17
91022,35,40
91023,17,49
91025,17,17
91026,0,1
91027,18,9
91028,38,25
91029,1,7
91033,29,26
91034,1,2
91035,11,2
91038,16,6
91039,4,4
91040,21,25
91042,6,2
91043,14,11
91045,14,188
91047,19,20
91048,6,1
91051,33,33
91068,16,6
91071,11,10
91072,38,32
91073,14,26
91074,10,6
91075,19,29
91076,60,78
91077,21,30
91078,37,45
91081,13,95
91082,3,87
91083,18,60
91084,9,9
91085,9,6
91086,10,40
91087,53,58
91090,5,27
91094,16,21
91095,5,16
91098,3,3
91099,40,48
91104,7,3
91121,0,9
91127,50,46
91128,35,32
91130,15,2
91138,0,1
91139,6,6
91140,10,50
91141,12,87
91142,8,110
91143,2,42
91144,0,8
91145,21,163
91146,57,534
91147,15,72
91148,10,242
91149,4,36
91151,6,317
91152,30,23
91153,4,7
91155,15,104
91156,4,14
91157,11,214
91158,0,14
91159,0,7
91160,42,27
91161,0,19
91167,8,12
91171,37,30
91173,9,4
91175,0,19
91177,28,15
91178,39,36
91179,6,41
91180,0,1
91181,12,6
91182,0,2
91183,66,81
91185,10,18
91186,6,4
91187,13,6
91189,0,3
91190,27,37
91192,15,95
91193,37,62
91194,5,200
91198,9,12
91205,21,30
91206,0,10
91207,9,23
91208,15,14
91209,11,25
91210,39,43
91211,0,10
91212,10,142
91213,2,5
91214,58,478
91215,4,29
91216,19,13
91217,8,25
91219,0,11
91220,9,4
91221,2,10
91222,0,12
